Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Detroit Pistons*,82,19780,3461,7018,.493,58,202,.287,3403,6816,.499,1977,2612,.757,1181,2482,3663,2011,588,394,1348,1957,8957
Houston Rockets*,82,19680,3465,7354,.471,69,291,.237,3396,7063,.481,1936,2483,.780,1239,2530,3769,1936,712,502,1367,1865,8935
Phoenix Suns,82,19730,3551,7302,.486,118,357,.331,3433,6945,.494,1681,2200,.764,1113,2379,3492,2332,675,353,1413,2045,8901
Utah Jazz*,82,19705,3484,7092,.491,129,404,.319,3355,6688,.502,1802,2404,.750,1066,2553,3619,2407,771,627,1481,1986,8899
Sacramento Kings,82,19780,3458,7337,.471,144,450,.320,3314,6887,.481,1795,2324,.772,1232,2461,3693,2116,582,493,1457,1895,8855
Atlanta Hawks*,82,19780,3443,7102,.485,85,282,.301,3358,6820,.492,1873,2441,.767,1228,2379,3607,2062,635,537,1225,2050,8844
Golden State Warriors,82,19780,3463,7404,.468,91,312,.292,3372,7092,.475,1754,2204,.796,1140,2252,3392,2005,741,283,1395,2155,8771
Milwaukee Bucks*,82,19780,3366,7079,.475,133,410,.324,3233,6669,.485,1832,2364,.775,1117,2335,3452,2194,671,380,1275,1989,8697
Philadelphia 76ers,82,19905,3214,6785,.474,152,471,.323,3062,6314,.485,2087,2731,.764,1219,2307,3526,1897,672,465,1433,1866,8667
New York Knicks*,82,19805,3363,7232,.465,179,567,.316,3184,6665,.478,1750,2306,.759,1286,2194,3480,2012,789,445,1518,2361,8655
Washington Bullets*,82,19880,3355,7164,.468,29,138,.210,3326,7026,.473,1914,2476,.773,1229,2297,3526,1875,698,502,1384,1922,8653
Chicago Bulls*,82,19855,3434,7015,.490,56,243,.230,3378,6772,.499,1685,2221,.759,1170,2459,3629,2149,712,475,1263,1849,8609
Indiana Pacers,82,19705,3436,7154,.480,163,485,.336,3273,6669,.491,1546,1982,.780,1078,2457,3535,1977,619,345,1318,2038,8581
Cleveland Cavaliers*,82,19780,3313,6755,.490,127,336,.378,3186,6419,.496,1813,2438,.744,1015,2289,3304,2070,733,526,1439,1836,8566
New Jersey Nets,82,19780,3208,6857,.468,137,455,.301,3071,6402,.480,1682,2308,.729,1075,2262,3337,1795,727,385,1503,2042,8235
Los Angeles Clippers,82,19805,3190,7194,.443,79,317,.249,3111,6877,.452,1644,2305,.713,1191,2350,3541,1885,721,520,1534,1908,8103
League Average,82,19784,3455,7193,.480,130,410,.316,3326,6783,.490,1829,2388,.766,1167,2391,3558,2113,698,442,1372,1977,8869
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Phoenix Suns*,82,19755,3754,7545,.498,168,481,.349,3586,7064,.508,2051,2594,.791,1095,2619,3714,2280,693,416,1279,1933,9727
Denver Nuggets*,82,19880,3813,8140,.468,228,676,.337,3585,7464,.480,1821,2314,.787,1206,2513,3719,2282,811,436,1225,2088,9675
New York Knicks*,82,19805,3701,7611,.486,386,1147,.337,3315,6464,.513,1779,2366,.752,1322,2265,3587,2083,900,446,1572,2053,9567
Golden State Warriors*,82,19905,3730,7977,.468,194,629,.308,3536,7348,.481,1904,2384,.799,1323,2561,3884,2009,831,643,1488,1946,9558
Los Angeles Lakers*,82,19805,3584,7143,.502,227,667,.340,3357,6476,.518,2011,2508,.802,1094,2612,3706,2282,724,421,1344,1672,9406
Portland Trail Blazers*,82,19830,3695,7795,.474,216,645,.335,3479,7150,.487,1789,2416,.740,1384,2381,3765,2212,828,388,1435,2026,9395
Seattle SuperSonics*,82,19780,3564,7478,.477,293,774,.379,3271,6704,.488,1775,2379,.746,1397,2238,3635,2083,864,494,1403,2027,9196
Philadelphia 76ers*,82,19780,3500,7201,.486,204,646,.316,3296,6555,.503,1970,2504,.787,1143,2356,3499,2110,689,354,1214,1721,9174
Atlanta Hawks*,82,19805,3412,7230,.472,110,397,.277,3302,6833,.483,2168,2709,.800,1372,2316,3688,1990,817,474,1310,1880,9102
Boston Celtics*,82,19780,3520,7143,.493,78,309,.252,3442,6834,.504,1840,2349,.783,1179,2442,3621,2189,639,418,1336,1876,8958
Milwaukee Bucks*,82,19755,3399,7167,.474,179,567,.316,3220,6600,.488,1955,2382,.821,1133,2272,3405,2071,821,323,1305,1953,8932
Cleveland Cavaliers*,82,19755,3466,6904,.502,170,474,.359,3296,6430,.513,1821,2438,.747,1033,2475,3508,2260,791,586,1323,1592,8923
Houston Rockets*,82,19855,3412,7196,.474,164,523,.314,3248,6673,.487,1909,2527,.755,1211,2554,3765,2016,789,501,1569,2026,8897
Washington Bullets,82,19855,3519,7591,.464,52,243,.214,3467,7348,.472,1789,2318,.772,1254,2354,3608,2048,694,325,1291,2054,8879
Indiana Pacers,82,19855,3385,6945,.487,202,615,.328,3183,6330,.503,1795,2275,.789,1065,2497,3562,2012,563,418,1547,2105,8767
Detroit Pistons*,82,19830,3395,6879,.494,120,400,.300,3275,6479,.505,1830,2379,.769,1154,2546,3700,2027,522,406,1336,1939,8740
Chicago Bulls*,82,19780,3448,6968,.495,174,530,.328,3274,6438,.509,1656,2106,.786,1018,2453,3471,2213,722,376,1327,1855,8726
Los Angeles Clippers,82,19855,3526,7428,.475,54,234,.231,3472,7194,.483,1606,2220,.723,1156,2384,3540,2208,815,530,1666,1937,8712
San Antonio Spurs,82,19755,3469,7409,.468,63,293,.215,3406,7116,.479,1651,2367,.698,1295,2181,3476,2037,961,423,1712,2153,8652
Sacramento Kings,82,19780,3362,7351,.457,307,824,.373,3055,6527,.468,1620,2104,.770,1141,2454,3595,1970,624,409,1370,1877,8651
Utah Jazz*,82,19730,3182,6595,.482,114,380,.300,3068,6215,.494,2110,2742,.770,1050,2607,3657,2108,720,583,1532,1894,8588
Charlotte Hornets,82,19780,3426,7430,.461,134,430,.312,3292,7000,.470,1580,2060,.767,1138,2200,3338,2323,705,264,1318,2068,8566
New Jersey Nets,82,19805,3333,7226,.461,187,568,.329,3146,6658,.473,1653,2260,.731,1204,2419,3623,1793,773,431,1449,1966,8506
Dallas Mavericks,82,19780,3244,6917,.469,211,681,.310,3033,6236,.486,1785,2263,.789,1048,2397,3445,1867,579,476,1233,1739,8484
Miami Heat,82,19855,3221,7116,.453,97,298,.326,3124,6818,.458,1477,2103,.702,1309,2211,3520,1958,744,408,1728,2124,8016
League Average,82,19806,3482,7295,.477,173,537,.323,3309,6758,.490,1814,2363,.768,1189,2412,3601,2097,745,438,1412,1940,8952
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Golden State Warriors,82,19705,3489,7208,.484,243,750,.324,3246,6458,.503,2313,2858,.809,915,2385,3300,1978,756,488,1415,2010,9534
Phoenix Suns*,82,19855,3544,7139,.496,176,543,.324,3368,6596,.511,2159,2716,.795,1053,2651,3704,2109,668,501,1275,1825,9423
Denver Nuggets*,82,19805,3716,8015,.464,228,677,.337,3488,7338,.475,1737,2201,.789,1169,2532,3701,2275,814,329,1136,2047,9397
Portland Trail Blazers*,82,19880,3572,7547,.473,190,565,.336,3382,6982,.484,2031,2734,.743,1355,2552,3907,2085,749,364,1356,2048,9365
Orlando Magic,82,19805,3457,7525,.459,116,393,.295,3341,7132,.468,2060,2725,.756,1304,2465,3769,1993,617,294,1407,1975,9090
Los Angeles Lakers*,82,19855,3434,7010,.490,309,841,.367,3125,6169,.507,1902,2417,.787,1097,2460,3557,2232,655,445,1226,1737,9079
Philadelphia 76ers*,82,19805,3437,7028,.489,189,543,.348,3248,6485,.501,1976,2509,.788,1111,2406,3517,1932,687,365,1209,1697,9039
Boston Celtics*,82,19705,3563,7148,.498,106,404,.262,3457,6744,.513,1791,2153,.832,1066,2707,3773,2423,539,455,1256,1717,9023
Chicago Bulls*,82,19830,3531,7090,.498,250,669,.374,3281,6421,.511,1665,2140,.778,1075,2279,3354,2172,814,388,1247,1906,8977
Indiana Pacers*,82,19880,3381,6807,.497,294,770,.382,3087,6037,.511,1906,2335,.816,940,2388,3328,2023,552,350,1342,1972,8962
Atlanta Hawks,82,19730,3417,7019,.487,124,411,.302,3293,6608,.498,1943,2544,.764,1273,2187,3460,1820,717,353,1270,1871,8901
New York Knicks*,82,19830,3434,7089,.484,236,710,.332,3198,6379,.501,1775,2349,.756,1187,2426,3613,2140,714,492,1412,1828,8879
Washington Bullets,82,19830,3598,7581,.475,37,197,.188,3561,7384,.482,1599,2093,.764,1198,2450,3648,2214,561,424,1201,1929,8832
Seattle SuperSonics,82,19905,3466,7243,.479,231,650,.355,3235,6593,.491,1606,2167,.741,1323,2255,3578,1874,701,335,1336,2064,8769
Utah Jazz*,82,19830,3330,6593,.505,226,630,.359,3104,5963,.521,1874,2484,.754,953,2501,3454,2212,677,491,1410,2031,8760
Houston Rockets*,82,19805,3483,7250,.480,153,491,.312,3330,6759,.493,1633,2267,.720,1217,2638,3855,2194,809,551,1513,1934,8752
San Antonio Spurs*,82,19730,3388,6997,.484,54,226,.239,3334,6771,.492,1888,2535,.745,1163,2474,3637,2037,799,554,1399,1854,8718
Milwaukee Bucks*,82,19830,3380,7146,.473,209,670,.312,3171,6476,.490,1722,2273,.758,1108,2246,3354,2046,826,326,1315,2086,8691
Detroit Pistons*,82,19805,3333,6980,.478,177,541,.327,3156,6439,.490,1713,2252,.761,1185,2458,3643,1996,512,418,1233,1961,8556
Los Angeles Clippers,82,19805,3319,6853,.484,56,230,.243,3263,6623,.493,1815,2458,.738,1056,2362,3418,1978,782,507,1547,1859,8509
Cleveland Cavaliers*,82,19880,3214,6977,.461,346,851,.407,2868,6126,.468,1637,2201,.744,1128,2380,3508,2106,645,512,1243,1666,8411
Dallas Mavericks*,82,19855,3246,6831,.475,157,486,.323,3089,6345,.487,1735,2261,.767,1042,2419,3461,1776,664,398,1228,1733,8384
Sacramento Kings,82,19755,3305,7056,.468,216,649,.333,3089,6407,.482,1515,1964,.771,952,2363,3315,2052,546,392,1239,1863,8341
Miami Heat,82,19730,3383,7345,.461,88,300,.293,3295,7045,.468,1393,2028,.687,1242,2313,3555,1957,736,388,1557,2123,8247
Charlotte Hornets,82,19755,3270,7183,.455,205,611,.336,3065,6572,.466,1487,1967,.756,962,2211,3173,2080,778,262,1226,1889,8232
New Jersey Nets,82,19705,3157,7415,.426,140,506,.277,3017,6909,.437,1754,2350,.746,1363,2324,3687,1475,774,481,1360,1952,8208
Minnesota Timberwolves,82,19855,3067,6876,.446,73,294,.248,2994,6582,.455,1596,2137,.747,1196,2053,3249,1844,789,344,1197,1901,7803
League Average,82,19806,3404,7146,.476,179,541,.331,3225,6605,.488,1786,2338,.764,1135,2403,3538,2038,699,415,1317,1907,8773
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Denver Nuggets,82,19730,3901,8868,.440,300,1059,.283,3601,7809,.461,1726,2263,.763,1520,2530,4050,2005,856,406,1332,2235,9828
Golden State Warriors*,82,19805,3566,7346,.485,270,801,.337,3296,6545,.504,2162,2761,.783,1113,2306,3419,1954,803,378,1359,2207,9564
Portland Trail Blazers*,82,19905,3577,7369,.485,341,904,.377,3236,6465,.501,1912,2538,.753,1202,2561,3763,2254,724,410,1309,1975,9407
Phoenix Suns*,82,19730,3573,7199,.496,138,432,.319,3435,6767,.508,2064,2680,.770,1132,2598,3730,2209,687,535,1302,1850,9348
Indiana Pacers*,82,19805,3450,6994,.493,249,749,.332,3201,6245,.513,2010,2479,.811,1018,2376,3394,2181,658,357,1355,2088,9159
Boston Celtics*,82,19805,3695,7214,.512,109,346,.315,3586,6868,.522,1646,1997,.824,1088,2697,3785,2160,672,565,1320,1695,9145
Chicago Bulls*,82,19755,3632,7125,.510,155,424,.366,3477,6701,.519,1605,2111,.760,1148,2342,3490,2212,822,438,1184,1751,9024
Atlanta Hawks*,82,19755,3349,7223,.464,271,836,.324,3078,6387,.482,2034,2544,.800,1235,2420,3655,1864,729,374,1231,1768,9003
San Antonio Spurs*,82,19830,3409,6988,.488,81,297,.273,3328,6691,.497,1883,2459,.766,1131,2657,3788,2140,670,571,1445,1896,8782
Houston Rockets*,82,19855,3403,7287,.467,316,989,.320,3087,6298,.490,1631,2200,.741,1275,2508,3783,1906,796,409,1402,1874,8753
Seattle SuperSonics*,82,19880,3500,7117,.492,136,427,.319,3364,6690,.503,1608,2143,.750,1222,2173,3395,2042,861,380,1404,1973,8744
Milwaukee Bucks*,82,19855,3337,6948,.480,257,753,.341,3080,6195,.497,1796,2241,.801,1079,2162,3241,2075,894,330,1321,2033,8727
Los Angeles Lakers*,82,19830,3343,6911,.484,226,744,.304,3117,6167,.505,1805,2261,.798,1078,2440,3518,2091,642,384,1203,1524,8717
Orlando Magic,82,19780,3298,7256,.455,270,754,.358,3028,6502,.466,1818,2447,.743,1233,2429,3662,1809,602,306,1391,1976,8684
Philadelphia 76ers*,82,20080,3289,6925,.475,195,618,.316,3094,6307,.491,1868,2366,.790,984,2496,3480,1824,678,479,1230,1629,8641
Utah Jazz*,82,19780,3214,6537,.492,148,458,.323,3066,6079,.504,1951,2472,.789,867,2474,3341,2217,652,451,1305,1796,8527
Los Angeles Clippers,82,19805,3391,7315,.464,113,434,.260,3278,6881,.476,1596,2273,.702,1246,2500,3746,2119,725,507,1438,2043,8491
New York Knicks*,82,19955,3308,6822,.485,185,558,.332,3123,6264,.499,1654,2147,.770,1053,2436,3489,2172,638,418,1379,1764,8455
New Jersey Nets,82,19830,3311,7459,.444,161,586,.275,3150,6873,.458,1658,2245,.739,1400,2348,3748,1782,748,600,1423,1954,8441
Charlotte Hornets,82,19805,3286,7033,.467,131,417,.314,3155,6616,.477,1725,2214,.779,1027,2200,3227,2019,759,304,1290,1946,8428
Miami Heat,82,19780,3280,7139,.459,140,464,.302,3140,6675,.470,1649,2307,.715,1232,2302,3534,1904,756,387,1551,2080,8349
Cleveland Cavaliers,82,19830,3259,6857,.475,160,479,.334,3099,6378,.486,1665,2176,.765,1011,2329,3340,2240,643,450,1281,1672,8343
Washington Bullets,82,19855,3390,7268,.466,55,284,.194,3335,6984,.478,1478,2028,.729,1173,2390,3563,2081,588,468,1359,1927,8313
Detroit Pistons*,82,19805,3194,6875,.465,131,440,.298,3063,6435,.476,1686,2211,.763,1206,2452,3658,1825,487,367,1181,1869,8205
Dallas Mavericks,82,19805,3245,6890,.471,193,600,.322,3052,6290,.485,1512,1986,.761,984,2360,3344,1821,581,397,1186,1840,8195
Minnesota Timberwolves,82,19905,3265,7276,.449,108,381,.283,3157,6895,.458,1531,2082,.735,1275,2113,3388,1885,712,440,1062,1864,8169
Sacramento Kings,82,19705,3086,6818,.453,216,578,.374,2870,6240,.460,1540,2105,.732,1027,2218,3245,1991,631,513,1272,2075,7928
League Average,82,19824,3391,7150,.474,187,586,.320,3204,6565,.488,1749,2287,.765,1147,2401,3547,2029,704,431,1315,1900,8717
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Golden State Warriors*,82,19880,3767,7427,.507,254,763,.333,3513,6664,.527,1944,2606,.746,1137,2376,3513,2064,854,375,1353,2049,9732
Indiana Pacers*,82,19955,3498,7079,.494,333,940,.354,3165,6139,.516,1868,2364,.790,1083,2564,3647,2398,705,393,1402,2137,9197
Phoenix Suns*,82,19805,3553,7219,.492,227,596,.381,3326,6623,.502,1861,2397,.776,1088,2558,3646,2202,673,582,1242,1852,9194
Portland Trail Blazers*,82,19880,3476,7352,.473,325,944,.344,3151,6408,.492,1858,2463,.754,1294,2549,3843,2065,753,410,1328,1983,9135
Chicago Bulls*,82,19830,3643,7168,.508,138,454,.304,3505,6714,.522,1587,2132,.744,1173,2439,3612,2279,672,480,1088,1693,9011
Charlotte Hornets,82,19805,3613,7568,.477,117,369,.317,3496,7199,.486,1637,2168,.755,1164,2367,3531,2284,822,309,1273,1819,8980
Cleveland Cavaliers*,82,19805,3427,7025,.488,253,708,.357,3174,6317,.502,1819,2259,.805,1041,2450,3491,2260,616,621,1073,1556,8926
Utah Jazz*,82,19880,3379,6866,.492,158,458,.345,3221,6408,.503,1961,2490,.788,1097,2543,3640,2188,715,448,1264,1746,8877
Boston Celtics*,82,19780,3543,7196,.492,110,359,.306,3433,6837,.502,1549,1917,.808,1095,2583,3678,2072,636,484,1165,1686,8745
Seattle SuperSonics*,82,19855,3380,7128,.474,205,647,.317,3175,6481,.490,1772,2263,.783,1282,2257,3539,1877,775,448,1323,1952,8737
Atlanta Hawks,82,19905,3492,7476,.467,210,671,.313,3282,6805,.482,1517,2074,.731,1288,2498,3786,2123,793,320,1255,1771,8711
New Jersey Nets*,82,19780,3473,7580,.458,224,670,.334,3249,6910,.470,1471,2009,.732,1512,2392,3904,1937,736,615,1392,1834,8641
Milwaukee Bucks,82,19880,3321,7216,.460,371,1005,.369,2950,6211,.475,1596,2104,.759,1297,2172,3469,2018,863,317,1350,1904,8609
Miami Heat*,82,19830,3256,7061,.461,257,751,.342,2999,6310,.475,1839,2329,.790,1187,2366,3553,1749,670,373,1377,1819,8608
Sacramento Kings,82,19830,3348,7189,.466,238,675,.353,3110,6514,.477,1615,2162,.747,1054,2354,3408,1957,727,618,1360,1763,8549
San Antonio Spurs*,82,19780,3377,7090,.476,118,404,.292,3259,6686,.487,1652,2246,.736,1229,2552,3781,2010,729,608,1308,1799,8524
Los Angeles Clippers*,82,19830,3347,7076,.473,145,502,.289,3202,6574,.487,1601,2223,.720,1132,2393,3525,2053,824,498,1269,1873,8440
Washington Bullets,82,19855,3364,7301,.461,146,537,.272,3218,6764,.476,1521,1956,.778,1069,2345,3414,2011,713,422,1254,1852,8395
Houston Rockets,82,19880,3273,6894,.475,329,959,.343,2944,5935,.496,1491,2020,.738,1074,2432,3506,2058,656,571,1378,1769,8366
Philadelphia 76ers,82,19755,3187,6761,.471,227,680,.334,2960,6081,.487,1757,2267,.775,1058,2309,3367,1755,692,482,1238,1582,8358
Orlando Magic,82,19705,3220,7102,.453,197,608,.324,3023,6494,.466,1693,2268,.746,1171,2329,3500,1792,643,367,1389,1977,8330
New York Knicks*,82,19855,3312,6947,.477,201,618,.325,3111,6329,.492,1503,2049,.734,1185,2489,3674,2130,634,382,1242,1905,8328
Minnesota Timberwolves,82,19805,3366,7342,.458,126,394,.320,3240,6948,.466,1379,1857,.743,1167,2168,3335,2025,619,526,1157,1866,8237
Los Angeles Lakers*,82,19830,3183,6977,.456,119,445,.267,3064,6532,.469,1744,2278,.766,1156,2196,3352,1803,756,400,1089,1543,8229
Denver Nuggets,82,19780,3262,7380,.442,126,418,.301,3136,6962,.450,1526,2067,.738,1350,2352,3702,1553,773,461,1447,1984,8176
Detroit Pistons*,82,19780,3191,6867,.465,165,526,.314,3026,6341,.477,1566,2108,.743,1210,2421,3631,1899,546,357,1212,1646,8113
Dallas Mavericks,82,19755,3120,7104,.439,268,797,.336,2852,6307,.452,1499,1999,.750,1194,2439,3633,1630,536,349,1202,1867,8007
League Average,82,19826,3384,7163,.472,207,626,.331,3177,6537,.486,1660,2188,.759,1177,2403,3581,2007,709,452,1275,1823,8635
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Phoenix Suns*,82,19730,3494,7093,.493,398,1095,.363,3096,5998,.516,1912,2539,.753,1141,2510,3651,2087,752,455,1359,1739,9298
Charlotte Hornets*,82,19755,3512,7210,.487,175,537,.326,3337,6673,.500,1831,2374,.771,1095,2508,3603,2161,639,473,1325,1790,9030
Golden State Warriors,82,19905,3474,7212,.482,298,852,.350,3176,6360,.499,1768,2465,.717,1219,2384,3603,2010,693,383,1451,2056,9014
Portland Trail Blazers*,82,19905,3361,7343,.458,275,843,.326,3086,6500,.475,1901,2551,.745,1226,2507,3733,1969,770,425,1215,1892,8898
Seattle SuperSonics*,82,19780,3473,7140,.486,218,610,.357,3255,6530,.498,1720,2259,.761,1222,2254,3476,1906,944,409,1267,1971,8884
Sacramento Kings,82,19780,3360,7264,.463,262,788,.332,3098,6476,.478,1865,2447,.762,1137,2281,3418,2075,768,348,1364,2085,8847
Indiana Pacers*,82,19755,3371,7022,.480,257,789,.326,3114,6233,.500,1837,2399,.766,1220,2455,3675,2144,615,403,1256,2045,8836
Cleveland Cavaliers*,82,19830,3425,6887,.497,283,742,.381,3142,6145,.511,1699,2119,.802,929,2496,3425,2349,615,536,1120,1580,8832
Atlanta Hawks*,82,19830,3392,7272,.466,382,1076,.355,3010,6196,.486,1648,2221,.742,1290,2344,3634,2084,806,278,1339,1807,8814
Los Angeles Clippers*,82,19805,3544,7329,.484,133,491,.271,3411,6838,.499,1562,2177,.718,1183,2360,3543,2242,847,491,1338,1920,8783
Utah Jazz*,82,19755,3336,6828,.489,130,414,.314,3206,6414,.500,1907,2491,.766,1041,2463,3504,2177,746,344,1270,1965,8709
Orlando Magic,82,19880,3257,6708,.486,317,889,.357,2940,5819,.505,1821,2495,.730,1040,2566,3606,1952,542,467,1429,1925,8652
San Antonio Spurs*,82,19855,3311,6762,.490,236,692,.341,3075,6070,.507,1794,2346,.765,919,2542,3461,2012,582,514,1227,1844,8652
Denver Nuggets,82,19830,3352,7282,.460,138,454,.304,3214,6828,.471,1784,2360,.756,1266,2564,3830,1735,651,565,1413,2039,8626
Chicago Bulls*,82,19830,3475,7205,.482,244,669,.365,3231,6536,.494,1431,1952,.733,1290,2283,3573,2133,783,410,1103,1804,8625
Philadelphia 76ers,82,19930,3225,7075,.456,330,941,.351,2895,6134,.472,1776,2259,.786,1031,2431,3462,2038,672,566,1362,1604,8556
Los Angeles Lakers*,82,19830,3309,6994,.473,187,626,.299,3122,6368,.490,1741,2304,.756,1103,2288,3391,2013,782,431,1266,1778,8546
Houston Rockets*,82,19780,3280,6744,.486,387,1073,.361,2893,5671,.510,1584,2090,.758,985,2532,3517,2115,682,543,1295,1699,8531
Boston Celtics*,82,19780,3453,7093,.487,110,383,.287,3343,6710,.498,1486,1912,.777,1076,2436,3512,1999,647,458,1174,1862,8502
Miami Heat,82,20005,3127,6850,.456,333,940,.354,2794,5910,.473,1908,2476,.771,1134,2384,3518,1688,609,350,1287,2011,8495
New Jersey Nets*,82,19780,3272,7084,.462,155,488,.318,3117,6596,.473,1732,2258,.767,1291,2506,3797,1872,693,526,1355,1892,8431
Milwaukee Bucks,82,19730,3268,6924,.472,312,936,.333,2956,5988,.494,1544,2081,.742,1050,2113,3163,2084,863,393,1363,1978,8392
Washington Bullets,82,19805,3302,7065,.467,174,578,.301,3128,6487,.482,1575,2107,.748,1031,2317,3348,2110,673,359,1323,1795,8353
New York Knicks*,82,19930,3209,6898,.465,193,604,.320,3016,6294,.479,1717,2316,.741,1150,2660,3810,2125,680,372,1296,2111,8328
Detroit Pistons,82,19780,3267,7211,.453,292,908,.322,2975,6303,.472,1426,1957,.729,1293,2315,3608,1941,580,249,1152,1747,8252
Dallas Mavericks,82,19730,3164,7271,.435,283,837,.338,2881,6434,.448,1530,2171,.705,1234,2265,3499,1683,649,355,1459,2302,8141
Minnesota Timberwolves,82,19855,3043,6529,.466,166,569,.292,2877,5960,.483,1794,2247,.798,940,2204,3144,2001,649,455,1422,2028,8046
League Average,82,19821,3335,7048,.473,247,734,.336,3088,6314,.489,1715,2273,.754,1131,2406,3537,2026,701,428,1305,1899,8632
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Phoenix Suns*,82,19705,3429,7080,.484,344,1042,.330,3085,6038,.511,1674,2301,.728,1220,2453,3673,2261,745,460,1305,1639,8876
Golden State Warriors*,82,19780,3512,7145,.492,291,859,.339,3221,6286,.512,1529,2304,.664,1183,2396,3579,2198,804,511,1433,1789,8844
Portland Trail Blazers*,82,19755,3371,7427,.454,272,770,.353,3099,6657,.466,1781,2396,.743,1302,2460,3762,2070,744,409,1210,1827,8795
Charlotte Hornets,82,19830,3382,7100,.476,336,916,.367,3046,6184,.493,1632,2135,.764,1019,2475,3494,2214,724,394,1266,1747,8732
Seattle SuperSonics*,82,19730,3338,6901,.484,242,722,.335,3096,6179,.501,1769,2374,.745,1148,2233,3381,2112,1053,365,1262,1914,8687
Orlando Magic*,82,19730,3341,6883,.485,394,1137,.347,2947,5746,.513,1590,2346,.678,1177,2356,3533,2070,683,456,1327,1713,8666
Miami Heat*,82,19805,3197,6896,.464,337,997,.338,2860,5899,.485,1744,2223,.785,1235,2407,3642,1856,643,374,1315,2024,8475
New Jersey Nets*,82,19830,3169,7115,.445,223,683,.327,2946,6432,.458,1900,2495,.762,1300,2556,3856,1900,696,576,1196,1693,8461
Los Angeles Clippers,82,19780,3343,7163,.467,252,831,.303,3091,6332,.488,1509,2128,.709,1120,2410,3530,2169,807,421,1474,1769,8447
Utah Jazz*,82,19830,3207,6729,.477,179,559,.320,3028,6170,.491,1761,2379,.740,1059,2385,3444,2179,751,364,1191,1988,8354
Atlanta Hawks*,82,19755,3247,7039,.461,268,830,.323,2979,6209,.480,1556,2070,.752,1250,2423,3673,2056,915,449,1252,1625,8318
